CID-10|Desc. CID-10
O471|Falso trabalho de parto na 37ª semana completa ou depois dela
I458|Outros transtornos especificados da condução
I501|Insuficiência ventricular esquerda
A150|Tuberculose pulmonar, com confirmação por exame microscópico da expectoração, com ou sem cultura
P504|Hemorragia para a circulação materna
K861|Outras pancreatites crônicas
O365|Assistência prestada à mãe por insuficiência de crescimento fetal
O989|Doenças infecciosas e parasitárias maternas, não especificadas, complicando a gravidez, o parto e o puerpério
I861|Varizes escrotais
S360|Traumatismo do baço
A319|Infecção micobacteriana não especificada
I639|Infarto cerebral não especificado
N111|Pielonefrite obstrutiva crônica
I443|Outras formas de bloqueio atrioventricular e as não especificadas
O150|Eclâmpsia na gravidez
P210|Asfixia grave ao nascer
P371|Toxoplasmose congênita
M002|Outras artrites e poliartrites estreptocócicas
M321|Lúpus eritematoso disseminado [sistêmico] com comprometimento de outros órgãos e sistemas
O339|Assistência prestada à mãe por uma desproporção, não especificada
R33|Retenção urinária
F195|Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas - transtorno psicótico
O912|Mastite não purulenta associada ao parto
G406|Crise de grande mal, não especificada (com ou sem pequeno mal)
J128|Outras pneumonias virais
T013|Ferimentos envolvendo múltiplas regiões do(s) membro(s) inferior(es)
F320|Episódio depressivo leve
S729|Fratura do fêmur, parte não especificada
B201|Doença pelo HIV resultando em outras infecções bacterianas
J942|Hemotórax
O993|Transtornos mentais e doenças do sistema nervoso complicando a gravidez, o parto e o puerpério
I424|Fibroelastose endocárdica
S728|Fraturas de outras partes do fêmur
T029|Fraturas múltiplas não especificadas
G589|Mononeuropatia não especificada
L033|Celulite do tronco
B958|Estafilococo não especificado, como causa de doenças classificadas em outros capítulos
O028|Outros produtos anormais da concepção especificados
H659|Otite média não-supurativa, não especificada
H024|Ptose da pálpebra
I831|Varizes dos membros inferiores com inflamação
I600|Hemorragia subaracnóide proveniente do sifão e da bifurcação da carótida
F105|Transtornos mentais e comportamentais devidos ao uso de álcool - transtorno psicótico
S667|Traumatismo de músculos extensores e tendões múltiplos ao nível do punho e da mão
A060|Disenteria amebiana aguda
L059|Cisto pilonidal sem abscesso
G433|Enxaqueca complicada
F239|Transtorno psicótico agudo e transitório não especificado
E118|Diabetes mellitus não-insulino-dependente - com complicações não especificadas
I708|Aterosclerose de outras artérias
C188|Neoplasia maligna do cólon com lesão invasiva
I848|Hemorróidas não especificadas com outras complicações
O231|Infecções da bexiga na gravidez
S930|Luxação da articulação do tornozelo
A689|Febre recorrente não especificada
L080|Piodermite
S317|Ferimentos múltiplos do abdome, do dorso e da pelve
D77|Outros transtornos do sangue e dos órgãos hematopoéticos em doenças classificadas em outra parte
N750|Cisto da glândula de Bartholin
C340|Neoplasia maligna do brônquio principal
E100|Diabetes mellitus insulino-dependente - com coma
S531|Luxação do cotovelo, não especificada
R101|Dor localizada no abdome superior
F201|Esquizofrenia hebefrênica
G610|Síndrome de Guillain-Barré
K562|Volvo
K811|Colecistite crônica
K701|Hepatite alcoólica
I607|Hemorragia subaracnóide proveniente de artéria intracraniana não especificada
M511|Transtornos de discos lombares e de outros discos intervertebrais com radiculopatia
S730|Luxação da articulação do quadril
F300|Hipomania
K550|Transtornos vasculares agudos do intestino
F250|Transtorno esquizoafetivo do tipo maníaco
H502|Estrabismo vertical
O719|Traumatismo obstétrico, não especificado
B199|Hepatite viral, não especificada, sem coma
H700|Mastoidite aguda
C220|Carcinoma de células hepáticas
K593|Megacólon não classificado em outra parte
O994|Doenças do aparelho circulatório complicando a gravidez, o parto e o puerpério
G942|Hidrocefalia em outras doenças classificadas em outra parte
I260|Embolia pulmonar com menção de cor pulmonale agudo
K250|Úlcera gástrica - aguda com hemorragia
R103|Dor localizada em outras partes do abdome inferior
F03|Demência não especificada
H335|Outros descolamentos da retina
N110|Pielonefrite não-obstrutiva crônica associada a refluxo
J46|Estado de mal asmático
N602|Fibroadenose da mama
O658|Obstrução do trabalho de parto devida a outras anormalidades pélvicas maternas
H650|Otite média aguda serosa
O639|Trabalho de parto prolongado, não especificado
P211|Asfixia leve ou moderada ao nascer
D638|Anemia em outras doenças classificadas em outra parte
D758|Outras doenças especificadas do sangue e dos órgãos hematopoéticos
G941|Hidrocefalia em doenças neoplásicas
F790|Retardo mental não especificado - menção de ausência de ou de comprometimento mínimo do comportamento
J13|Pneumonia devida a Streptococcus pneumoniae
J350|Amigdalite crônica
K710|Doença hepática tóxica com colestase
Q532|Testículo não-descido, bilateral
J348|Outros transtornos especificados do nariz e dos seios paranasais
S320|Fratura de vértebra lombar
F319|Transtorno afetivo bipolar não especificado
K750|Abscesso hepático
L910|Cicatriz quelóide
N059|Síndrome nefrítica não especificada - não especificada
P598|Icterícia neonatal devida a outras causas especificadas
I842|Hemorróidas internas sem complicações
P964|Interrupção de gravidez, afetando o feto e recém-nascido
Q381|Anquiloglossia
T928|Seqüelas de outros traumatismos especificados do membro superior
C718|Neoplasia maligna do encéfalo com lesão invasiva
E889|Distúrbio metabólico não especificado
H748|Outros transtornos especificados do ouvido médio e da mastóide
N751|Abscesso da glândula de Bartholin
O008|Outras formas de gravidez ectópica
D538|Outras anemias nutricionais especificadas
G403|Epilepsia e síndromes epilépticas generalizadas idiopáticas
T846|Infecção e reação inflamatória devidas a dispositivo de fixação interna [qualquer local]
O610|Falha na indução médica do trabalho de parto
Z390|Assistência e exame imediatamente após o parto
N085|Transtornos glomerulares em doenças sistêmicas do tecido conjuntivo
C328|Neoplasia maligna da laringe com lesão invasiva
K631|Perfuração do intestino (não-traumática)
I279|Cardiopatia pulmonar não especificada
O333|Assistência prestada à mãe por uma desproporção devida à contração do estreito inferior da pelve
J358|Outras doenças crônicas das amígdalas e das adenóides
O061|Aborto não especificado - incompleto, complicado por hemorragia excessiva ou tardia
S925|Fratura de outro artelho
A480|Gangrena gasosa
C490|Neoplasia maligna do tecido conjuntivo e tecidos moles da cabeça, face e pescoço
J181|Pneumonia lobar não especificada
B550|Leishmaniose visceral
M848|Outros transtornos da continuidade do osso
S622|Fratura do primeiro metacarpiano
D70|Agranulocitose
N394|Outras incontinências urinárias especificadas
F104|Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de abstinência com delirium
N398|Outros transtornos especificados do aparelho urinário
S122|Fratura de outras vértebras cervicais especificadas
I238|Outras complicações atuais subseqüentes ao infarto agudo do miocárdio
H250|Catarata senil incipiente
K839|Doença das vias biliares, sem outra especificação
K210|Doença de refluxo gastroesofágico com esofagite
R64|Caquexia
S627|Fraturas múltiplas de dedo(s)
C109|Neoplasia maligna da orofaringe, não especificada
D381|Neoplasia de comportamento incerto ou desconhecido da traquéia, brônquios e pulmão
C182|Neoplasia maligna do cólon ascendente
H409|Glaucoma não especificado
K709|Doença alcoólica do fígado, sem outra especificação
M958|Outras deformidades adquiridas especificadas do sistema osteomuscular
O990|Anemia complicando a gravidez, o parto e o puerpério
M544|Lumbago com ciática
O648|Obstrução do trabalho de parto devida a outras formas de má-apresentação e má-posição
C160|Neoplasia maligna da cárdia
K412|Hérnia femoral bilateral, sem obstrução ou gangrena
S017|Ferimentos múltiplos da cabeça
C01|Neoplasia maligna da base da língua
H651|Outras otites médias agudas não-supurativas
N328|Outros transtornos especificados da bexiga
O335|Assistência prestada à mãe por uma desproporção devida a feto excepcionalmente grande
S211|Ferimento da parede anterior do tórax
C348|Neoplasia maligna dos brônquios e dos pulmões com lesão invasiva
P008|Feto e recém-nascido afetados por outras afecções maternas
R18|Ascite
D261|Neoplasia benigna do corpo do útero
Q359|Fenda palatina não especificada
M738|Outros transtornos dos tecidos moles em outras doenças classificadas em outra parte
Z940|Rim transplantado
C402|Neoplasia maligna dos ossos longos dos membros inferiores
D267|Neoplasia benigna de outras partes do útero
G628|Outras polineuropatias especificadas
O029|Produto anormal da concepção, não especificado
K229|Doença do esôfago, sem outra especificação
L039|Celulite não especificada
N342|Outras uretrites
P838|Outras afecções especificadas do tegumento próprias do feto e do recém-nascido
I669|Oclusão e estenose de artéria cerebral não especificada
I832|Varizes dos membros inferiores com úlcera e inflamação
J849|Doença pulmonar intersticial não especificadas
B207|Doença pelo HIV resultando em infecções múltiplas
I840|Hemorróidas internas trombosadas
S621|Fratura de outro(s) osso(s) do carpo
C163|Neoplasia maligna do antro pilórico
C341|Neoplasia maligna do lobo superior, brônquio ou pulmão
K251|Úlcera gástrica - aguda com perfuração
O109|Hipertensão pré-existente não especificada, complicando a gravidez, o parto e o puerpério
J042|Laringotraqueíte aguda
J060|Laringofaringite aguda
J439|Enfisema não especificado
E669|Obesidade não especificada
K519|Colite ulcerativa, sem outra especificação
S827|Fraturas múltiplas da perna
A502|Sífilis congênita precoce não especificada
K228|Outras doenças especificadas do esôfago
K803|Calculose de via biliar com colangite
N040|Síndrome nefrótica - anormalidade glomerular minor
T876|Outras complicações e as não especificadas do coto de amputação
I710|Aneurisma dissecante da aorta [qualquer porção]
O421|Ruptura prematura de membranas, com início do trabalho de parto depois das primeiras 24 horas
N289|Transtorno não especificado do rim e do ureter
E65|Adiposidade localizada
H508|Outros estrabismos especificados
Q038|Outra hidrocefalia congênita
H669|Otite média não especificada
P002|Feto e recém-nascido afetados por doenças infecciosas e parasitárias da mãe
O669|Obstrução do trabalho de parto, não especificado
P550|Isoimunização Rh do feto e do recém-nascido
F060|Alucinose orgânica
C55|Neoplasia maligna do útero, porção não especificada
A86|Encefalite viral, não especificada
F440|Amnésia dissociativa
N818|Outro prolapso genital feminino
I635|Infarto cerebral devido a oclusão ou estenose não especificadas de artérias cerebrais
N808|Outra endometriose
T144|Traumatismo de nervo(s) de região não especificada do corpo
N800|Endometriose do útero
C499|Neoplasia maligna do tecido conjuntivo e tecidos moles, não especificados
G048|Outras encefalites, mielites e encefalomielites
I888|Outras linfadenites inespecíficas
A91|Febre hemorrágica devida ao vírus do dengue
H660|Otite média aguda supurativa
S829|Fratura da perna, parte não especificada
R398|Outros sintomas e sinais relativos ao aparelho urinário e os não especificados
